Voyage_ID,Vessel_name,Voyage_itinerary_place,Voyage_itinerary_purchase,Voyage_itinerary_disembarkation,Year_of_arrival,Slaves_arrived_at_1st_port,Captains_name
42310,Medea,Havana,"Africa., port unspecified","Puerto Rico, port unspecified",1816,,"Goyre, Francisco"
42311,Favorito,,"Africa., port unspecified",Santiago de Cuba,1816,,"Perez, Antonio"
42312,Napolitana,Havana,"Africa., port unspecified",Havana,1817,,"Orbeta, Juan"
42313,Nueva Tentativa,Havana,"Africa., port unspecified",Havana,1817,,"Aguirre, Sebastian"
42314,Hederrana,,"Africa., port unspecified",Santiago de Cuba,1817,,"Chaple, Jose"
42315,Piragua,Havana,"Africa., port unspecified",Havana,1817,,"Cabezas, Jose"
42316,Almudena,,"Africa., port unspecified",Santiago de Cuba,1818,,"Rojas, Francisco"
42317,Currutaco,,"Africa., port unspecified",Santiago de Cuba,1817,,"Vidal, Melchor"
42318,Divina Pastora,,"Africa., port unspecified",Havana,1814,,"Texeiro, Jose"
42319,San Antonio,,"Africa., port unspecified",Havana,1812,,"Alamilla, Manuel"
42320,Dos Amigos,,"Sierra Leone, port unspecified",Havana,1813,,"Bernardini, Domingo"
42321,Dolphin,,"Africa., port unspecified",Matanzas,1811,,"Long, Robert"
42322,General Marena,,"West Central Africa and St. Helena, port unspecified",Santiago de Cuba,1807,,Dupuis
42323,Sexto,,"Africa., port unspecified",Santiago de Cuba,1811,,"Silva, Manuel Jose"
42324,Shepherd,,"Africa., port unspecified",Havana,1807,,"Carr, Samuel"
42325,Gran Decide y Superior,,"Africa., port unspecified",Santiago de Cuba,1808,,Morisac<br/> Broman
42326,Rebecca,,"Africa., port unspecified",Havana,1810,,"Cochran, Isaac"
42327,Imperial,,"Africa., port unspecified",Santiago de Cuba,1807,,"Chion, Pedro"
42328,Reparador,,Bonny,Santiago de Cuba,1807,,"Brun, Luis"
42329,Amistad,,"Africa., port unspecified","Puerto Rico, port unspecified",1817,,"Andrade, Jose Joaquin"
42330,Criollo,,"Africa., port unspecified",Havana,1816,,"Carreras, Manuel"
42331,Centinela,,"Africa., port unspecified","Puerto Rico, port unspecified",1817,,"Billio, Lorenzo"
17150,Williamsburgh,Bristol,"Africa., port unspecified",Upper James River,1746,360,"Tate, John"
17151,Ann,Bristol,Bonny,Kingston,1746,346,"Holland, Edmund<br/> Allen"
17152,Benin,Bristol,"Africa., port unspecified","Martinique, port unspecified",1746,,"Seires, John"
17153,Duke of Queensbury,Bristol,"Africa., port unspecified",Kingston,1747,256,"Haig, Isaac"
17154,Emperor,Bristol,"Africa., port unspecified","Spanish Circum-Caribbean,unspecified",1747,324,"Gwynn, Charles"
17155,Fantyn,Bristol,"Africa., port unspecified","Martinique, port unspecified",1747,,"Little, Joseph"
17156,Gracious,Bristol,"Africa., port unspecified",Kingston,1747,173,"Gally, Abraham"
17157,Jason Gally,Bristol,"Gold Coast, port unspecified",Kingston,1747,360,"Cruoly, Charles"
17158,Levant,Bristol,Sao Tome,Kingston,1747,463,"Miller, William"
17159,Pearl,Bristol,"Africa., port unspecified",Kingston,1747,350,"Dighton, William"
17160,Southwell,Bristol,"Africa., port unspecified",Kingston,1747,629,"Brackenridge, John"
17161,Townsend,Bristol,"Africa., port unspecified","Martinique, port unspecified",1746,,"Richards, Joseph"
17162,Victory,Bristol,"Africa., port unspecified","Martinique, port unspecified",1747,400,"Brown, Henry"
17163,Vine,Bristol,"Windward Coast, port unspecified",,1747,,"Jenkins, Richard"
17164,Volunteer,Bristol,"Africa., port unspecified",Kingston,1747,287,"Robbins, Thomas"
17165,Africa,Bristol,"Africa., port unspecified","St. Kitts, port unspecified",1747,,"Hardwicke, Eustace"
17166,Ann Gally,Bristol,"West Central Africa and St. Helena, port unspecified",Portobelo,1748,410,"Cowie, Robert"
17167,Ann,Bristol,"Africa., port unspecified","Martinique, port unspecified",1747,,"New, William"
17168,Antelope,Bristol,"Gold Coast, port unspecified",Kingston,1748,215,"Smith, Charles"
17169,Bonny,Bristol,"Africa., port unspecified",Saint John (Antigua),1747,,"Tweedy, Charles"
17170,Bristoll Merchant,Bristol,Bonny,Kingston,1747,269,"Brown, John<br/> Neale, Shuttleworth"
17171,Broomfield,Bristol,"Africa., port unspecified",Kingston,1747,191,"Turner, Patrick"
17172,Chard,Bristol,Calabar,Kingston,1748,200,"Tovey, Edward<br/> Henley, Henry"
17173,Charming Molly,Bristol,,,1747,,"Rowles, Samuel"
17174,Duke of Queensbury,Bristol,"West Central Africa and St. Helena, port unspecified",Kingston,1748,373,"Haig, Isaac"
17175,Earl of Radnor,Bristol,"Africa., port unspecified","St. Kitts, port unspecified",1748,,"Sharp, Joseph<br/> Williams"
17176,Emperor,Bristol,"West Central Africa and St. Helena, port unspecified",Kingston,1748,384,"Gwynn, Charles"
17177,Fanny,Bristol,"Gold Coast, port unspecified",Kingston,1748,169,"Sinclair, John"
17178,Indian Prince,Bristol,Calabar,Kingston,1748,269,"Rice, Rowland"
17179,Iris,Bristol,Bonny,Kingston,1748,161,"Mathews, John<br/> Lewis, William"
17180,John and Martha,Bristol,Calabar,"Montserrat, port unspecified",1748,,"Hamilton, Alexander<br/> Jamesin"
17181,Juno,Bristol,"Gold Coast, port unspecified","Hispaniola, unspecified",1748,,"Lane, Allen"
17182,Louisa,Bristol,Bonny,"Virginia, port unspecified",1748,,"Seires, John"
17183,Manchester,Bristol,Calabar,,1747,,"Brown, John"
17184,Nancy,Bristol,,,1747,,"Tovey, Edward"
17185,Nightingale,Bristol,"Gold Coast, port unspecified",Kingston,1748,194,"Townsend, William"
17186,Pearl,Bristol,Calabar,,1747,,"Dighton, William"
17187,Polly,Bristol,"Gold Coast, port unspecified",Kingston,1748,331,"Rowles, Samuel"
17188,Roebuck,Bristol,"Africa., port unspecified",Kingston,1747,161,"Saunderson, Thomas"
17189,Success,Bristol,Calabar,Saint John (Antigua),1748,,"Jefferis, William"
17190,Swan,Bristol,"West Central Africa and St. Helena, port unspecified",Kingston,1748,300,"Kennedy, Thomas"
17191,Swift,Bristol,"Africa., port unspecified",Kingston,1747,280,"Finlay, Charles"
17192,Tryal,Bristol,"West Central Africa and St. Helena, port unspecified","St. Kitts, port unspecified",1747,,"Saunders, Abraham"
17193,Two Brothers,Bristol,"Africa., port unspecified",Kingston,1748,260,"Haskins, Richard"
17194,Williamsburgh,Bristol,Bonny,Kingston,1748,365,"Tate, John"
17195,Africa,Bristol,Bonny,Kingston,1749,180,"Griffin, John"
17196,Alexander,Bristol,"Gold Coast, port unspecified",Kingston,1749,405,"Duncomb, David"
17197,Amoretta,Bristol,Calabar,Upper James River,1749,185,"Timberman, Samuel"
17198,Antelope,Bristol,,,1748,,"Sanderson, Thomas"
17199,Bonny,Bristol,Bonny,"Jamaica, port unspecified",1749,,"Thompson, George"
17200,Charming Betty,Bristol,Bonny,"St. Kitts, port unspecified",1749,,"Bundy, William"
17201,Culloden,Bristol,Bonny,"St. Kitts, port unspecified",1749,,"Turner, Patrick"
17202,Earl of Radnor,Bristol,Bonny,Newcastle (Nevis),1749,,"Williams, Thomas"
17203,Fly,Bristol,"Gold Coast, port unspecified",Kingston,1748,200,"Graham, Alexander"
17204,Greyhound,Bristol,"West Central Africa and St. Helena, port unspecified","St. Kitts, port unspecified",1749,440,"Voss, Ambrose<br/> Davies, John"
17205,Jamaica Packet,Bristol,"Gold Coast, port unspecified",Kingston,1749,332,"Elsworthy, Thomas<br/> Sanders, James"
17206,Jason,Bristol,Cabinda,Kingston,1749,340,"Clark, John"
17207,Jason,Bristol,"Gold Coast, port unspecified","Jamaica, port unspecified",1749,,"Gally, Abraham"
17208,Levant,Bristol,Bonny,York River,1749,252,"Miller, William"
17209,Marlborough,Bristol,"Africa., port unspecified","St. Kitts, port unspecified",1748,,"Codd, Robert"
17210,Molly,Bristol,"Gold Coast, port unspecified",Kingston,1749,210,"Brown, Hyacinth"
17211,Montserrat Packet,Bristol,New Calabar,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",1748,140,"Hunt, Joseph"
17213,Phoenix,Bristol,Cabinda,"Barbados, port unspecified",1749,280,"Ware, Henry"
17214,Planter,Bristol,Calabar,"St. Kitts, port unspecified",1749,,"Whyting, Samuel"
17216,Rainbow,Bristol,"Africa., port unspecified","St. Kitts, port unspecified",1748,,"Morgan, Moses"
17217,Southwell,Bristol,Malembo,Upper James River,1749,284,"Brackenridge, John"
17218,Spy,Bristol,"Gold Coast, port unspecified",,1748,,"Finlay, Charles"
17219,Susanna,Bristol,Cabinda,"Spanish Circum-Caribbean,unspecified",1749,470,"Townsend, Joseph<br/> Spencer, Godfrey"
17220,Swift,Bristol,Anomabu,Kingston,1749,260,"Combe, Mathew<br/> Ketheless, Abram"
17221,Sybylla,Bristol,Benin,"St. Kitts, port unspecified",1749,,"Bray, Henry"
17222,Sylvia,Bristol,"Bight of Benin, port unspecified","St. Kitts, port unspecified",1748,,"Jenkins, Richard"
17223,Triton,Bristol,"Gold Coast, port unspecified","Jamaica, port unspecified",1750,,"Boucher, Edward"
17224,Tryall,Bristol,Malembo,Upper James River,1749,356,"Saunders, Abraham"
17225,Volunteer,Bristol,"Gold Coast, port unspecified",Kingston,1748,210,"Robbins, Thomas"
17226,Williamsburgh,Bristol,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",Upper James River,1749,335,"Tate, John"
17227,Africa,Bristol,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",Upper James River,1750,280,"Miller, William<br/> Miller, Alexander"
17228,Ann,Bristol,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",,1749,,"Perry, William"
17229,Baltimore,Bristol,"Gold Coast, port unspecified",,1749,,"Smith, Charles"
17230,Chard,Bristol,"Bight of Biafra and Gulf of Guinea Islands, port unspecified","St. Kitts, port unspecified",1749,,"Lecky, James<br/> Charleton, Thomas"
17231,Charming Betty,Bristol,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",Upper James River,1750,280,"Bundy, William<br/> Skinner, John"
17232,Duke of Queensbury,Bristol,,,1749,,"Parsons, Abraham<br/> Haig"
17233,Earl of Radnor,Bristol,Calabar,,1750,,"Williams, William"
17234,Emperor,Bristol,Malembo,"St. Kitts, port unspecified",1749,,"Gwynn, Charles"
17235,Fly,Bristol,"Gold Coast, port unspecified","Jamaica, port unspecified",1750,,"Graham, Alexander"
17236,Greyhound,Bristol,"Bight of Biafra and Gulf of Guinea Islands, port unspecified","Barbados, port unspecified",1750,384,"Davis, John"
17237,Hawk,Bristol,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",Saint John (Antigua),1750,,"Furnell, Organ"
17238,Hope,Bristol,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",Upper James River,1750,153,"Clayton, John"
17239,Hound,Bristol,"Bight of Biafra and Gulf of Guinea Islands, port unspecified","Tortola, port unspecified",1750,,"Robe, Alexander"
17240,Indian Prince,Bristol,"Bight of Biafra and Gulf of Guinea Islands, port unspecified","St. Kitts, port unspecified",1749,,"Rice, Rowland"
17241,John and Martha,Bristol,"Bight of Biafra and Gulf of Guinea Islands, port unspecified","Montserrat, port unspecified",1750,,"Clutsam, William"
17242,Juno,Bristol,"Gold Coast, port unspecified","Jamaica, port unspecified",1750,,"Lane, Allen<br/> Hort, Samuel"
17243,King David,Bristol,Calabar,"St. Kitts, port unspecified",1750,,"Holland, Edmund<br/> Montgomery, Hamilton"
17244,Marlborough,Bristol,"Africa., port unspecified","St. Kitts, port unspecified",1749,,"Codd, Robert"
17245,Matilda,Bristol,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",Charleston,1750,,"Townsend, William"
17246,Molly,Bristol,"Gold Coast, port unspecified",,1749,,"Allen, Roger"
17247,Planter,Bristol,"Bight of Biafra and Gulf of Guinea Islands, port unspecified","Americas, port unspecified",1750,,"Whyting, Samuel"
17248,Polly,Bristol,"Gold Coast, port unspecified","Jamaica, port unspecified",1750,,"Rowles, Samuel"
17249,Rainbow,Bristol,"Bight of Biafra and Gulf of Guinea Islands, port unspecified","St. Kitts, port unspecified",1750,,"Morgan, Moses<br/> Engledue, William"
17250,Roebuck,Bristol,"Bight of Biafra and Gulf of Guinea Islands, port unspecified","St. Kitts, port unspecified",1749,140,"Leach, James"
17251,Success,Bristol,Calabar,"St. Kitts, port unspecified",1749,,"Jefferis, William"
17252,Susanna,Bristol,Malembo,Kingston,1750,,"Cowie, Robert"
17253,Swallow,Bristol,New Calabar,"St. Kitts, port unspecified",1750,,"Bell, Charles<br/> Whelan, Andrew<br/> Brackill"
17254,Sylvia,Bristol,Anomabu,"Jamaica, port unspecified",1750,,"Jenkins, Richard"
17255,Two Brothers,Bristol,"Gold Coast, port unspecified","Danish West Indies, colony unspecified",1749,,"Haskins, Richard"
17256,Amoretta,Bristol,"Africa., port unspecified",Charleston,1750,,"Timberman, Samuel"
17257,Ann Gally,Bristol,Bonny,"St. Kitts, port unspecified",1751,,"Robe, Alexander"
17258,Black Prince,Bristol,Calabar,"St. Kitts, port unspecified",1750,,"Miller, William"
17259,Chard,Bristol,Bonny,,1750,,"Leach, James"
17260,Cornwall,Bristol,Sierra Leone estuary,"Jamaica, port unspecified",1751,,"Duncomb, David"
17261,Culloden,Bristol,Bonny,"Jamaica, port unspecified",1750,,"Turner, Patrick<br/> Mathews, James"
17262,Emperor,Bristol,"Africa., port unspecified","St. Kitts, port unspecified",1750,,"Thanes, William"
17263,Halifax,Bristol,Anomabu,"Jamaica, port unspecified",1751,,"Ellis, Henry"
17264,Hope,Bristol,Bonny,"St. Kitts, port unspecified",1751,,"Clayton, John"
17265,Hound,Bristol,New Calabar,Saint John (Antigua),1751,,"Bird, Japhet"
17266,Indian Queen,Bristol,Anomabu,"Jamaica, port unspecified",1751,,"Rice, Rowland"
17267,Jamaica Packet,Bristol,Calabar,"Barbados, port unspecified",1750,260,"Merrick, George"
17268,Jason Gally,Bristol,Anomabu,"Jamaica, port unspecified",1751,,"Gally, Abraham"
17269,Levant,Bristol,Bonny,"St. Kitts, port unspecified",1751,,"Wall, William"
17270,Marlborough,Bristol,"Africa., port unspecified","St. Kitts, port unspecified",1750,,"Codd, Robert"
17271,Rainbow,Bristol,Bonny,"St. Kitts, port unspecified",1751,,"Engledue, William"
17272,Sally,Bristol,Bonny,"St. Kitts, port unspecified",1751,,"Brown, Hyacinth"
17273,Sybylla,Bristol,Anomabu,Newcastle (Nevis),1751,,"Power, Richard"
17274,Thistle,Bristol,Sierra Leone estuary,"Barbados, port unspecified",1751,44,"Bray, Henry"
17275,Triton,Bristol,Cape Coast Castle,Kingston,1752,350,"Boucher, Edward"
17276,Tryal,Bristol,"West Central Africa and St. Helena, port unspecified",York River,1751,402,"Saunders, Abraham"
17277,Williamsburgh,Bristol,Bonny,Upper James River,1751,295,"Tate, John<br/> Sword, James"
17278,Africa,Bristol,New Calabar,Upper James River,1752,260,"Miller, Alexander"
17279,Ann Gally,Bristol,Calabar,Upper James River,1752,240,"Robe, Alexander"
17280,Black Prince,Bristol,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",York River,1752,214,"Miller, William"
17281,Bonny,Bristol,Bonny,"Barbados, port unspecified",1751,215,"Thompson, George"
17282,Cape Coast,Bristol,Cape Coast Castle,Kingston,1752,285,"Stroud, Walker"
17283,Delight,Bristol,Calabar,Charleston,1752,160,"Colquhoun, William"
17284,Earl of Radnor,Bristol,Bonny,Charleston,1752,300,"Rait, Robert"
17285,Emperor,Bristol,Calabar,Charleston,1752,250,"Gwynn, Charles"
17286,Fly,Bristol,Anomabu,Kingston,1752,218,"Graham, Alexander"
17287,Greyhound,Bristol,"West Central Africa and St. Helena, port unspecified",York River,1752,336,"Davies, John"
17288,Hampton,Bristol,Bonny,Upper James River,1752,273,"Skinner, John<br/> Whiltshire, Edward"
17289,Hawke,Bristol,Bonny,Saint John (Antigua),1751,,"Jefferis, William"
17290,Indian Prince,Bristol,New Calabar,"St. Kitts, port unspecified",1751,,"Watkins, John"
17291,Jeronomy,Bristol,Cape Mount (Cape Grand Mount),Saint John (Antigua),1752,,"Ward, Daniel<br/> Saunders, George"
17292,Juno,Bristol,"Africa., port unspecified","Jamaica, port unspecified",1751,,"Hort, Samuel"
17293,Levant,Bristol,Calabar,York River,1752,184,"McMurdo, James"
17294,Marlborough,Bristol,"Africa., port unspecified","St. Kitts, port unspecified",1751,,"Codd, Robert"
17295,Matilda,Bristol,New Calabar,Charleston,1752,160,"Timberman, Samuel"
17296,Molly,Bristol,Bonny,Savanna la Mar,1751,129,"Fowler, John"
17297,Penelope,Bristol,"West Central Africa and St. Helena, port unspecified",Rappahannock,1752,223,"Clark, John"
17298,Phoenix,Bristol,Anomabu,Kingston,1752,285,"Haskins, Richard"
17299,Planter,Bristol,"Africa., port unspecified","Jamaica, port unspecified",1751,,"Whyting, Samuel"
17300,Polly,Bristol,Anomabu,Kingston,1753,293,"Rowles, Samuel"
17301,Susanna,Bristol,Bonny,Upper James River,1752,233,"Cowie, Robert"
17302,Sybylla,Bristol,Anomabu,Kingston,1752,165,"Power, Richard"
17303,Sylvia,Bristol,Anomabu,Kingston,1752,225,"Jenkins, Richard"
17304,Tryall,Bristol,"Africa., port unspecified",York River,1752,182,"Little, Joseph"
17305,Africa,Bristol,"Africa., port unspecified",Upper James River,1753,,"Miller, Alexander"
17306,Black Prince,Bristol,Bonny,York River,1753,,"Miller, William"
17307,Bonny,Bristol,Calabar,Kingston,1753,189,"Campbell, Patrick<br/> Chandler, Thomas"
17308,Bristol,Bristol,"Gold Coast, port unspecified",Kingston,1752,195,"Brown, William"
17309,Cornwall,Bristol,Anomabu,Saint John (Antigua),1753,,"Duncomb, David"
17310,Earl of Radnor,Bristol,Bonny,Kingston,1753,319,"Rait, Robert"
17311,Emperor,Bristol,"West Central Africa and St. Helena, port unspecified","South Carolina, port unspecified",1753,350,"Gwynn, Charles"
17312,Eugene,Bristol,Calabar,Charleston,1752,250,"Merrick, George"
17313,Golden Fleece,Bristol,Anomabu,Kingston,1753,170,"Walker, Archibald"
17314,Halifax,Bristol,Anomabu,Kingston,1753,256,"Ellis, Henry"
17315,Hawk,Bristol,New Calabar,Saint John (Antigua),1753,249,"Jefferies, Thomas<br/> Jones, Thomas"
17316,Hope,Bristol,"Africa., port unspecified","Virginia, port unspecified",1753,,"Owens, William<br/> Richardson, James"
17317,Indian Prince,Bristol,"Africa., port unspecified","St. Kitts, port unspecified",1753,,"Watkins, John"
17318,Indian Queen,Bristol,Calabar,Kingston,1753,275,"Rice, Rowland"
17319,Jason Gally,Bristol,"West Central Africa and St. Helena, port unspecified",Saint John (Antigua),1753,,"Braikenridge, George<br/> Brackenridge, John"
17320,Juba,Bristol,Anomabu,Kingston,1753,277,"Smith, Charles"
17321,King David,Bristol,Calabar,Kingston,1753,253,"Fox, Anthony"
17322,Marlborough,Bristol,Bonny,,1752,,"Codd, Robert"
17323,Molly,Bristol,Loango,"St. Kitts, port unspecified",1753,193,"Fowler, John"
17324,Pearl,Bristol,"West Central Africa and St. Helena, port unspecified","St. Kitts, port unspecified",1753,,"Jefferis, William"
17325,Rainbow,Bristol,New Calabar,"St. Kitts, port unspecified",1752,296,"Engledue, William"
17326,Sally,Bristol,"Gold Coast, port unspecified",Kingston,1753,212,"Brown, Hyacinth"
17327,Thistle,Bristol,Gambia,Saint John (Antigua),1753,,"Bray, Henry"
17328,Triton,Bristol,Anomabu,Kingston,1753,293,"Chilcott, John"
17329,Africa,Bristol,"Africa., port unspecified",Upper James River,1754,240,"Miller, Alexander"
17330,Ann Gally,Bristol,"West Central Africa and St. Helena, port unspecified",Kingston,1753,310,"Robe, Alexander"
17331,Annamaboe,Bristol,Anomabu,Kingston,1753,180,"Hort, Samuel"
17332,Bristol,Bristol,Cape Coast Castle,Kingston,1754,227,"Brown, William"
17333,Cape Coast,Bristol,Anomabu,Kingston,1754,250,"Stroud, Walker"
17334,Earl of Radnor,Bristol,Calabar,Kingston,1754,241,"Rait, Robert"
17335,Elizabeth,Bristol,"Africa., port unspecified",Saint John (Antigua),1753,,"Clark, John"
17336,Eugene,Bristol,Calabar,Kingston,1754,250,"Merrick, George"
17337,Fanteen,Bristol,Anomabu,Kingston,1754,315,"Graham, Alexander<br/> Knox, Andrew"
17338,Fly,Bristol,Anomabu,Kingston,1754,193,"Gordon, John"
17339,Fortune,Bristol,"Gold Coast, port unspecified",Charleston,1754,180,"Boucher, Edward"
17340,Hawk,Bristol,"Africa., port unspecified","St. Kitts, port unspecified",1753,,"Jones, Thomas"
17341,Hope,Bristol,Anomabu,"Barbados, port unspecified",1754,133,"Richardson, James<br/> Lugen, William"
17342,Jamaica Packet,Bristol,"Africa., port unspecified",Kingston,1754,230,"Gally, Abraham"
17344,King David,Bristol,"Africa., port unspecified",Kingston,1754,316,"Fox, Anthony<br/> Bishop, George"
17345,Matilda,Bristol,New Calabar,Charleston,1754,150,"Bird, Japhet<br/> Davis, Henry"
17346,Pelham,Bristol,Anomabu,Kingston,1754,247,"Hamilton, David"
17347,Phoenix,Bristol,Anomabu,Kingston,1754,298,"Haskins, Richard"
17348,Planter,Bristol,Bonny,Kingston,1753,300,"Whyting, Samuel"
17349,Rachell,Bristol,"Africa., port unspecified","St. Kitts, port unspecified",1754,,"Mathews, James<br/> Lewis, John"
